1.42321342   0.95583446   1.09140140   1.09032412   1.09091495   108.77666422   110.02071642   108.87418082   112.08100188   112.50000000   231.49106066   351.38328946   231.79145004
1.42331098   0.95577809   1.09120404   1.09049161   1.09090973   108.78598305   109.85348632   109.06554639   112.06840078   115.00000000   234.07363957   354.11595771   234.39653243
1.42337390   0.95574109   1.09100320   1.09065932   1.09091981   108.79139168   109.68282362   109.25796448   112.05414338   117.50000000   236.65511380   356.85163193   237.00224858
1.42340232   0.95572429   1.09079995   1.09082653   1.09094473   108.79270861   109.50967373   109.44998693   112.03844052   120.00000000   239.23391400   359.58759682   239.60717027
1.42339588   0.95572803   1.09059569   1.09099263   1.09098391   108.78990056   109.33503992   109.64022274   112.02159025   122.50000000   241.80850066   362.32113350   242.20987805
1.42335487   0.95575217   1.09039181   1.09115694   1.09103658   108.78302507   109.15995383   109.82732597   112.00393768   125.00000000   244.37741269   365.04959590   244.80900286
1.42328028   0.95579616   1.09018963   1.09131885   1.09110178   108.77222246   108.98543646   110.01001185   111.98587077   127.50000000   246.93927361   367.77044258   247.40323873
1.42317383   0.95585897   1.08999046   1.09147777   1.09117843   108.75770388   108.81247104   110.18709638   111.96781682   130.00000000   249.49281702   370.48129945   249.99137216
1.42303785   0.95593934   1.08979542   1.09163293   1.09126510   108.73985640   108.64206382   110.35747301   111.95015741   132.50000000   252.03701706   373.18004033   252.57235246
1.42287540   0.95603552   1.08960549   1.09178379   1.09136042   108.71885343   108.47512007   110.52021361   111.93332171   135.00000000   254.57095717   375.86481729   255.14525816
1.42268987   0.95614556   1.08942175   1.09192968   1.09146299   108.69518406   108.31250341   110.67452185   111.91766761   137.50000000   257.09400292   378.53408881   257.70936391
1.42247787   0.95626674   1.08924583   1.09207180   1.09157224   108.66968621   108.15531152   110.81979083   111.90407372   140.00000000   259.60545760   381.18658633   260.26401464
1.42225694   0.95639761   1.08907703   1.09220603   1.09168480   108.64211553   108.00373740   110.95546648   111.89172707   142.50000000   262.10562679   383.82148252   262.80903644
1.42202568   0.95653542   1.08891647   1.09233323   1.09179973   108.61328597   107.85875888   111.08116129   111.88131130   145.00000000   264.59430071   386.43813685   265.34414585
1.42178451   0.95667759   1.08876667   1.09245451   1.09191596   108.58355261   107.72161746   111.19680741   111.87286696   147.50000000   267.07192411   389.03615123   267.86935844
1.42154319   0.95682111   1.08862501   1.09256689   1.09203198   108.55378041   107.59132405   111.30224570   111.86681675   150.00000000   269.53807690   391.61579876   270.38462522
1.42130406   0.95696388   1.08849337   1.09267048   1.09214600   108.52439918   107.46996218   111.39717879   111.86287966   152.50000000   271.99424922   394.17692350   272.89039091
